raw_row_number,company_name_raw,stand_no,hall,sector,products,country,website_text,website_url,company_column,details,source_url
11,Al Wadi Al Akhdar Al Mumayaz Company,1-736,,,,Saudi Arabia,,,,,https://saudi-build.com/exhibitors-list/
12,Alif Noon Modern Factory Company Limited,1-528,,,,Saudi Arabia,,,Alif Noon Modern Factory Company Limited,,https://saudi-build.com/exhibitors-list/
13,Arjaa Al-Khaleej Contracting Establishment (KLACCI),2-129,,,,Saudi Arabia,,,Arjaa Al-Khaleej Contracting Establishment (KLACCI),,https://saudi-build.com/exhibitors-list/
14,Ark Prefab Company Limited,1-318,,Construction & Building Materials,,Qatar,,,Ark Prefab Company Limited,,https://saudi-build.com/exhibitors-list/
15,Asas Al-Hirfah Contracting Company,1-440,,"Interior Design & Finishing, Wood & Production Technologies","""Founded in 2013, Asas Al-Hirfah Contracting Company specializes in providing comprehensive solutions in the field of doors and wooden interior decorations. We are known for offering high-quality products crafted from natural wood, featuring unique designs and precision in execution. Our company strives to meet our clients' needs by delivering products that combine beauty and durability, adding a touch of elegance to various spaces. We believe in the importance of innovation and continuous development to provide the best solutions that align with the latest trends in interior design.""",Saudi Arabia,asasalhirfa.com,http://asasalhirfa.com,Asas Al-Hirfah Contracting Company,"Flooring, Ceiling & Wall Finishes, Wood Products, Doors & Windows, Woodworking Machinery & Tools, Wood Finishes",https://saudi-build.com/exhibitors-list/
16,Atyaf Paints Factory for Industry,3-401,,,,UAE,,,Atyaf Paints Factory for Industry,,https://saudi-build.com/exhibitors-list/
17,"Basic Electronics Co., Ltd. (Gree)",1-514,,HVAC-R,"Basic Electronics Company Ltd is a leader company working in air conditioners, home appliances and medical equipment and cover the Saudi market over than 60 years with 18 branches around the kingdom. Basic offers full solutions in AC industry along with eco-friendly products and solar energy.",Saudi Arabia,www.al-asasyah.com,http://www.al-asasyah.com/,"Basic Electronics Co., Ltd. (Gree)","Air Conditioning Solutions, Home Appliances",https://saudi-build.com/exhibitors-list/
18,Buthaina Sulaiman Al-Shadoukhi Foundation for Decor,2-236,,,,Saudi Arabia,,,Buthaina Sulaiman Al-Shadoukhi Foundation for Decor,,https://saudi-build.com/exhibitors-list/
19,Elegant House Trading Company,3-108,,,,Saudi Arabia,,,Elegant House Trading Company,,https://saudi-build.com/exhibitors-list/
20,Ibrahim Hassan Al Ajllan Company for Contracting,3-115,,"Construction Technologies & Services, Special & Offsite Construction, Aluminum Doors Facades Glass & Windows","Al-Ajllan Tensile Structures, we take pride in delivering excellence in design, manufacturing, and fabrication of tensile structures. Since our establishment in 2004, we have been driven by an unwavering commitment to customer satisfaction, earning our place as a trusted leader in Saudi Arabia and across the GCC region. Our expertise spans a diverse range of applications, including car park shades, public gardens, wedding and function halls, sports halls, swimming pool shades, playing court shades, school yard shades, decorative canopies, umbrellas, and fabric facades. Each project we undertake reflects our dedication to innovation, precision, and craftsmanship. We are passionate about quality, utilizing only high-grade raw materials with guaranteed durability, all offered at competitive prices to ensure exceptional value. From initial concept to project completion, our team works closely with clients to bring their vision to life, fostering a collaborative relationship that ensures seamless communication and convenience at every step.",Saudi Arabia,www.ajllan.com,http://www.ajllan.com/,Ibrahim Hassan Al Ajllan Company for Contracting,"Architecture, Engineering & Design, Roofing Products & Services, Facade Systems",https://saudi-build.com/exhibitors-list/
21,Ibrahim Khalid Alsuwaiket Trd. Est.,1-437,,Stone Tech (Stone Industry & Technology),"We are professional power tools supplier in Saudi Arabia. Our main products are: demolition hammers, rotary hammers, drills, angle grinders, jig saws, circular saws, marble cutters, pipe welding machines, and their accessories. Our management office and maintenance department are in Al-Khobar, Saudi Arabia. We produce all our items in China according to high quality standards. Though we have been about only Ten years (established in 2014) in the market, our products are widely used all across the Kingdom. Our brand has become popular faster and faster. Our main two groups of customers are: construction companies and individuals. We are all working hard to provide the needs of each group.",Saudi Arabia,www.iks-toools.com,http://www.iks-toools.com,Ibrahim Khalid Alsuwaiket Trd. Est.,Stone Machinery & Tools,https://saudi-build.com/exhibitors-list/
22,"J.S.V. Technical Co., Ltd.",H4-400,,"Construction Technologies & Services, Construction & Building Materials","J.S.V. TECHNICAL CO., LTD. - leader of conduit and duct manufacturer in Thailand.",Thailand,www.arrowpipe.com,http://www.arrowpipe.com/,"J.S.V. Technical Co., Ltd.","Construction Consultancy, Construction Systems & Technologies",https://saudi-build.com/exhibitors-list/
23,"Jawdah Industrial Co., Ltd.",1-401,,"Interior Design & Finishing, Construction & Building Materials, Special & Offsite Construction","Established in 2010 as a joint venture with Sanabeh Suspended Ceiling Factory—an industry leader since 2001—Jawdah Industrial Co. Ltd. has built a strong reputation for client satisfaction, quality control, and timely project delivery. Over the years, we have expanded vigorously into the fields of sub-contracting and contracting, securing numerous contracts from both local and international clients thanks to our proven time management and quality assurance standards. Our product portfolio includes: • Metal ceilings • Gypsum boards and tiles • Suspension systems • Access panels • PVC films • Sandwich panels • Stainless steel products As a group of companies with a manufacturing legacy spanning three generations, we specialize in producing and supplying high-quality suspended ceiling systems for interior decoration. This long-standing experience has given us deep insight into both the products and industrial processes involved. Today, Jawdah Industrial Co. Ltd. is recognized as one of the largest and most reliable suppliers in the Kingdom of Saudi Arabia (KSA). We strive to exceed expectations in every aspect—product quality, supply consistency, warranty standards, manufacturing techniques, installation ease, and competitive pricing. We are committed to continuous improvement, constantly upgrading our manufacturing and supply systems to remain at the forefront of the industry. Our customer-centric approach and proven track record of successful projects underline our mission: “Delivering quality you can trust, with performance you can rely on.” Choosing Jawdah means choosing excellence, durability, and unmatched functional performance.",Saudi Arabia,https://www.jawdah.sa/,https://www.jawdah.sa/,"Jawdah Industrial Co., Ltd.","Architectural Finishing Products, Bathroom & Plumbing Products, Kitchen & Cabinet Design, Cement & Gypsum Products, Roofing Products & Services",https://saudi-build.com/exhibitors-list/
24,LCC Siporex,1-329,,Special & Offsite Construction,,Saudi Arabia,,,LCC Siporex,,https://saudi-build.com/exhibitors-list/
25,Lel Benaa Funoon Group,1-700,,,,Saudi Arabia,,,Lel Benaa Funoon Group,,https://saudi-build.com/exhibitors-list/
26,Masa GmbH,3-128,,"Stone Tech (Stone Industry & Technology), PMV (Plants Heavy Machinery & Vehicles)","Stone Machinery & Tools, Construction Machinery",Germany,masa-group.com/en,http://masa-group.com/en,Masa GmbH,"Masa is one of the world's leading companies in the development, manufacture and installation of complete production lines and individual components for the building materials industry. Our equipment includes high-performance machines for the manufacture of concrete blocks, sand-lime bricks as well as AAC products. The goal: individual solutions for machines that produce consistent, high-quality, concrete products in plants optimized for maximum yield. The product range includes dosing and mixing plants, hollow block and paving stone machines, cubers, finger cars and transport carriages, control systems, splitters and tumblers, AAC transport systems, cutting lines, separating tables, Sand lime brick presses and packaging lines.",https://saudi-build.com/exhibitors-list/
27,"Menam Stainless Wire Public Co., Ltd.",H4-404,,"Interior Design & Finishing, Construction & Building Materials","Bathroom & Plumbing Products, Flooring, Ceiling & Wall Finishes, Sanitary Ware, Landscaping & Garden Services, Swimming Pools & Accessories",Thailand,www.menamstainless.com/menamgrating/en,http://www.menamstainless.com/menamgrating/en,"Menam Stainless Wire Public Co., Ltd.","MENAM – THAILAND is a leading innovator in stainless steel “wedge grating” solutions for both drainage and custom design applications. Specializing in stainless steel grades 304 and 316L, we offer a range of made-to-order and standard sizes for indoor and outdoor use. Our core products include Tree grating and Landscape grating, designed to enhance aesthetics while providing efficient drainage. The wedge-shaped design ensures a smooth, step-free surface with superior drainage capability. Our gratings are renowned for their durability, able to withstand harsh conditions while maintaining a neat, tidy appearance. Advantages include: • Seamless flooring with effective drainage • Enhanced floor cleanliness and safety • Durability and resistance to corrosion • Simple installation with customizable options • Low maintenance and easy cleaning • Sustainable & environmentally friendly materials Ideal for applications such as drainage, floor drains, tree and landscape grating, and swimming pool overflow. For inquiries, contact us via MB/WhatsApp: +66 81 924 6575 Email: sales@menam.co.th",https://saudi-build.com/exhibitors-list/
28,Ministry of Municipalities and Housing,1-815,,,,Saudi Arabia,,,Ministry of Municipalities and Housing,,https://saudi-build.com/exhibitors-list/
29,MMU BAU Fenestration Co. Ltd.,1-319,,,,China,,,MMU BAU Fenestration Co. Ltd.,,https://saudi-build.com/exhibitors-list/
30,Nano Technology Kitchens Company,2-333,,,,Saudi Arabia,,,Nano Technology Kitchens Company,,https://saudi-build.com/exhibitors-list/
31,Nexus Ark Company,1-524,,,,Saudi Arabia,,,Nexus Ark Company,,https://saudi-build.com/exhibitors-list/
32,Nill Building Solutions,1-320,,"Construction Technologies & Services, Wood & Production Technologies, Construction & Building Materials, Special & Offsite Construction, Aluminum Doors Facades Glass & Windows","Architecture, Engineering & Design, Green Building Technologies, Construction Systems & Technologies, Concrete Products & Precast Structures, Prefabricated Construction & Components, Roofing Products & Services, Doors & Windows, Glass & Glazing, Facade Systems",USA,www.nillbuildingsolutions.com,http://www.nillbuildingsolutions.com,Nill Building Solutions,"Nill Building Solutions is revolutionizing the way builders think about structural attachments. We specialize in patented, high-performance fasteners and mounts that redefine the standards of waterproofing, structural integrity, and efficiency. With decades of industry experience and a deep-rooted legacy in waterproofing and building, our founder, Lance Nill—a third-generation waterproofer—developed a groundbreaking line of attachment solutions designed to solve the industry's most persistent challenges, Water Intrusion. Our patented technology provides a reliable, modular point of attachment that increases strength, ensures watertight seals, and allows for easy installation—without compromising the integrity of the building envelope. Whether it's for glass railings, solar panels, facades, windows, doors, posts or any other key structural connections, Nill’s attachment solutions eliminate the outdated and damaging methods of using screws, nails, and adhesives that lead to structural failures and costly maintenance.",https://saudi-build.com/exhibitors-list/
33,Nur Desing,1-639,,,,Saudi Arabia,,,Nur Desing,,https://saudi-build.com/exhibitors-list/
34,Rafco Metal Industries Factory Company,3-310,,,,Saudi Arabia,,,Rafco Metal Industries Factory Company,,https://saudi-build.com/exhibitors-list/
35,Rafid Co.,5-664,,,​,Saudi Arabia,,,Rafid Co.,,https://saudi-build.com/exhibitors-list/
36,Riyada Al-Abatakar Insulation Industrial Ltd.,1-637,,"Interior Design & Finishing, Construction Technologies & Services, Construction & Building Materials, Special & Offsite Construction","Architectural Finishing Products, Bathroom & Plumbing Products, Flooring, Ceiling & Wall Finishes, Kitchen & Cabinet Design, Green Building Technologies, Construction Systems & Technologies, Swimming Pools & Accessories, Health & Safety Products & Services, Prefabricated Construction & Components, Roofing Products & Services, Concrete Products & Precast Structures",Saudi Arabia,al-riyada.sa,http://al-riyada.sa,Riyada Al-Abatakar Insulation Industrial Ltd.,"RIYADA INDUSTRY COMPANY LTD is dedicated to the manufacturing and marketing of environmentally friendly and high-performance insulation material - extruded polystyrene board (XPS). This product is extensively applied in various parts of buildings, such as rooftops and walls, as well as domains like hollow bricks and precast building components. It not only reduces building energy consumption but also provides people with a more comfortable living experience.",https://saudi-build.com/exhibitors-list/
37,Roh Chai and Sesame Trading Establishment (Salala Contracting),3-306,,,,Saudi Arabia,,,Roh Chai and Sesame Trading Establishment (Salala Contracting),,https://saudi-build.com/exhibitors-list/
38,Saf Sudair Plastic Industries Company,H1-114,,,,Saudi Arabia,,,Saf Sudair Plastic Industries Company,,https://saudi-build.com/exhibitors-list/
39,Samco Co.,3-124,,,,Saudi Arabia,,,Samco Co.,,https://saudi-build.com/exhibitors-list/
40,"Samjung Industries Co., LTD",3-135,,"Construction & Building Materials, Special & Offsite Construction","Construction Systems & Technologies, Steel & Timber Products, Concrete Products & Precast Structures",South Korea,www.samjungltd.com,http://www.samjungltd.com/,"Samjung Industries Co., LTD","Samjung is the world’s largest manufacturer of steel pallets for concrete block production, headquartered in Pohang, South Korea. We specialize in advanced production boards under three main product lines: WowBoard, MetaBoard, and AlphaBoard. Our WowBoard is a traditional steel pallet that can be made with various material options, including corrosion-resistant steel grades tailored for block production. MetaBoard is our premium, lightweight option—60% the weight of traditional pallets—yet fully compatible with existing steel pallet lines. AlphaBoard is designed for customers using wooden or plastic boards, providing superior vibration transmission and durability. Both MetaBoard and AlphaBoard are the industry’s first carbon-neutral production boards, aligning with global sustainability goals. With a presence in over 90 countries, Samjung continues to lead the industry through innovation, flexibility, and environmental responsibility.",https://saudi-build.com/exhibitors-list/
41,Saqf Gate Business Services Company,1-642,,"Interior Design & Finishing, Construction Technologies & Services, Wood & Production Technologies, Construction & Building Materials, Aluminum Doors Facades Glass & Windows, Special & Offsite Construction","Architectural Finishing Products, Kitchen & Cabinet Design, Digital Construction, Building Automation & Smart Buildings, Construction Consultancy, Wood Products, Doors & Windows, Woodworking Machinery & Tools, Wood Finishes, Cement & Gypsum Products, Construction Systems & Technologies, Landscaping & Garden Services, Safety & Security Systems, Steel & Timber Products, Swimming Pools & Accessories, Facade Systems, Glass & Glazing, Elevators & Escalators, Concrete Products & Precast Structures",Saudi Arabia,saqf.sa,http://saqf.sa,Saqf Gate Business Services Company,"Saqf Platform is an online platform designed to connect construction companies across various sectors with clients seeking their services. It allows clients to easily compare between registered companies on the platform, helping them save time, effort, and money. At the same time, it enables companies to increase their sales and expand their customer reach.",https://saudi-build.com/exhibitors-list/
42,Saudi Kitchen Line Co.,1-425,,"Interior Design & Finishing, Wood & Production Technologies, Stone Tech (Stone Industry & Technology), Aluminum Doors Facades Glass & Windows","Bathroom & Plumbing Products, Kitchen & Cabinet Design, Paints & Wall Coverings, Sanitary Ware, Wood Products, Woodworking Machinery & Tools, Wood Finishes, Stone Products, Stone Installation & Care, Doors & Windows",Saudi Arabia,www.KitchenLine.com,http://www.kitchenline.com/,Saudi Kitchen Line Co.,"Saudi Kitchen Line Co. (SKL) is a Saudi based manufacturer and supplier of kitchen furniture, accessories and appliances. The company began its operations since almost 35 Years ago when it established its flagship retail outlet at Jeddah with the vision and mission of introducing aluminum & wooden furniture and accessories in the Saudi market. Currently, Kitchen Line Co. operates through seven retail stores in the cities of Jeddah, Riyadh, Makkah, Madina, Tabouk and Khamis Mushait; as well as 12 wholesale distribution centres in Jeddah, Riyadh, Makkah Taef, Abha, Qaseem & Jizan and has added to its wholesales operations the Aluminum profiles of Doors & Windows together with its necessary accessories. Kitchen appliances & accessories are imported from the most reputed and internationally recognized global manufacturers; kitchen cabinets are locally manufactured at Kitchen Line Co.’s factories at Jeddah. Kitchen Line Co. has delivered enormous projects to diiferent leading organizations in Saudi Arabia.",https://saudi-build.com/exhibitors-list/
43,Saudi Leather Industries Factory Company,3-304,,Construction & Building Materials,Safety & Security Systems,Saudi Arabia,www.slicshoes.com,http://www.slicshoes.com,Saudi Leather Industries Factory Company,"""SLIC"" was established in 1981 to meet the local and regional requirement of military and safety footwear, Slic is a 100% Saudi company and has a manufacturing plant on 15,000 sq. mtr in Dammam 2nd Industrial City in Saudi Arabia. The company factory is equipped with modern machinery and follows modern systems of manufacturing. It is also equipped with a modern laboratory for raw materials and finished goods testing in order to guarantee, monitor and assure meeting the required standards and specifications. SLIC is a member in many international well-known institutes specialized in footwear research and testing. These institutes keep the Saudi Leather Industries Company updated with the latest in this field. Since the total quality is priority in Saudi Leather Industries Company, SLIC is an ISO 9001 certified organization since 1996 until now.",https://saudi-build.com/exhibitors-list/
44,Shade Technology Factory Co. Ltd.,1-906,,,,Saudi Arabia,,,Shade Technology Factory Co. Ltd.,,https://saudi-build.com/exhibitors-list/
45,Smart Decoration Contracting Company,1-638,,,,Saudi Arabia,,,Smart Decoration Contracting Company,,https://saudi-build.com/exhibitors-list/
46,Top-Werk GmbH,1-831,,"Special & Offsite Construction, PMV (Plants Heavy Machinery & Vehicles)","Concrete Products & Precast Structures, Concrete Batching Plants",Saudi Arabia,www.topwerk.com,http://www.topwerk.com,Top-Werk GmbH,"TOPWERK is the world’s leading supplier of machines, plants, and systems for industrially manufactured concrete products – from producing concrete and hermetic slabs to dosing and mixing plants, packaging and conveying technologies, finishing plants and the manufacture of pipes and manholes. The holding company unites the most renowned product houses in the concrete industry: HESS GROUP, SR SCHINDLER and PRINZING PFEIFFER.",https://saudi-build.com/exhibitors-list/
47,Yamama Company for Red Bricks and Clay Products,2-107,,Construction & Building Materials,Cement & Gypsum Products,Saudi Arabia,www.yamamacement.com,http://www.yamamacement.com,Yamama Company for Red Bricks and Clay Products,"Yamama Cement, a leading cement company in Saudi Arabia since 1956, is dedicated to delivering high-quality products that meet the highest environmental and industrial standards. Our range of products caters to the construction sector’s needs, with a strong focus on innovation and sustainability by integrating cutting-edge technologies. Aligned with Saudi Vision 2030, we are committed to enhancing our presence in local markets and playing an active role in supporting the national economy and industrial growth. We also prioritize social responsibility through a variety of initiatives aimed at benefiting the community and protecting the environment.",https://saudi-build.com/exhibitors-list/
48,Zamla Trading Corporation,1-124,,"Special & Offsite Construction, Stone Tech (Stone Industry & Technology)","Elevators & Escalators, Stone Installation & Care",Saudi Arabia,www.zamla.sa,http://www.zamla.sa/,Zamla Trading Corporation,"ZAMLA was founded in 2005 in Riyadh as a Trading and Contracting firm specializing in the treatment of Natural Stones for walls and flooring. In 2011, Zamla added UNGER Window cleaning systems to its portfolio of industrial goods. UNGER Germany produces professional and innovative cleaning systems of the highest quality and effectiveness for cleaning glass and Facades both indoors and outdoors. SpaceVac-UK, an advanced high-level Vacuum cleaning technology for indoor and outdoor use, is added to the Zamla range in 2022. REN Clean Escalator Cleaning System-Made in USA was added in our product line in 2023 Our Products: • Innovative Hydro Power Telescopic External Glass cleaning systems From UNGER Germany • High Level Indoor Vacuum Cleaning System from SPACEVAC -UK • Escalator Cleaning System from REN CLEAN -USA Our services we provide: § Total Solutions for Stone & Marble Care § Protection for Natural Stone Floors and walls from Staining by Natural Whether factor or Liquid Spills. § The professional Exterior Stone & Marble Cleaning Service.",https://saudi-build.com/exhibitors-list/
